"","Var1","Freq"
"4398","playfulness",2
"4399","playing",6
"4400","plays",1
"4401","plead",2
"4402","pleaded",1
"4403","pleasant",21
"4404","pleasanter",2
"4405","pleasantest",1
"4406","pleasantly",4
"4407","pleasantness",3
"4408","pleasantry",2
"4409","please",14
"4410","pleased",39
"4411","pleases",2
"4412","pleasing",22
"4413","pleasure",92
"4414","pleasures",7
"4415","pledged",2
"4416","plentiful",1
"4417","plenty",1
"4418","pliancy",1
"4419","pocket",3
"4420","poetry",2
"4421","point",46
"4422","pointed",5
"4423","pointedly",1
"4424","pointing",5
"4425","points",4
"4426","policy",1
"4427","polished",2
"4428","polite",5
"4429","politely",3
"4430","politeness",17
"4431","polluted",1
"4432","pollution",1
"4433","pompous",3
"4434","ponies",3
"4435","pool",1
"4436","pools",1
"4437","poor",38
"4438","poorly",3
"4439","pope",1
"4440","popular",1
"4441","popularity",1
"4442","porridge",1
"4443","port",1
"4444","portion",3
"4445","portrait",1
"4446","portraits",2
"4447","position",1
"4448","positions",1
"4449","positive",3
"4450","positively",2
"4451","possess",5
"4452","possessed",1
"4453","possesses",1
"4454","possessing",1
"4455","possession",9
"4456","possessor",2
"4457","possibilities",1
"4458","possibility",13
"4459","possible",56
"4460","possibly",8
"4461","post",5
"4462","posterity",1
"4463","postilions",1
"4464","postponed",1
"4465","postscript",3
"4466","poultry",3
"4467","pounds",24
"4468","pour",1
"4469","poured",1
"4470","pouring",1
"4471","poverty",2
"4472","powdering",1
"4473","power",42
"4474","powerful",3
"4475","powers",6
"4476","practice",5
"4477","practised",1
"4478","practises",2
"4479","practising",1
"4480","praise",22
"4481","praised",2
"4482","praises",2
"4483","pratt",2
"4484","pray",26
"4485","preaching",3
"4486","preceded",1
"4487","preceding",4
"4488","precious",2
"4489","precipitance",2
"4490","precipitate",2
"4491","precisely",1
"4492","precision",1
"4493","precluding",1
"4494","predict",1
"4495","predominance",1
"4496","predominate",1
"4497","prefaced",1
"4498","prefer",6
"4499","preference",10
"4500","preferment",3
"4501","preferred",3
"4502","prejudice",6
"4503","prejudiced",1
"4504","prejudices",2
"4505","premeditated",1
"4506","premeditation",1
"4507","premises",1
"4508","preparation",1
"4509","preparations",2
"4510","prepare",6
"4511","prepared",10
"4512","preparing",6
"4513","prepossessed",1
"4514","prepossession",2
"4515","presence",6
"4516","present",67
"4517","presentation",5
"4518","presented",2
"4519","presently",2
"4520","presents",3
"4521","preservation",2
"4522","preservative",2
"4523","preserve",4
"4524","preserved",4
"4525","preside",1
"4526","presided",1
"4527","press",4
"4528","pressed",3
"4529","pressing",5
"4530","pressingly",1
"4531","presume",2
"4532","presumed",1
"4533","presuming",2
"4534","presumption",3
"4535","pretence",1
"4536","pretend",7
"4537","pretended",2
"4538","pretending",3
"4539","pretense",1
"4540","pretension",1
"4541","pretensions",5
"4542","prettier",2
"4543","prettiest",1
"4544","pretty",24
"4545","prettyish",1
"4546","prevail",2
"4547","prevailed",15
"4548","prevailing",2
"4549","prevent",16
"4550","prevented",23
"4551","prevents",1
"4552","previous",3
"4553","previously",2
"4554","prey",2
"4555","price",2
"4556","pride",48
"4557","prided",1
"4558","principal",14
"4559","principally",5
"4560","principle",5
"4561","principles",1
"4562","prior",2
"4563","private",11
"4564","privately",3
"4565","privilege",3
"4566","privileged",3
"4567","prized",1
"4568","prizes",1
"4569","probabilities",1
"4570","probability",9
"4571","probable",12
"4572","probably",24
"4573","probity",1
"4574","proceed",5
"4575","proceeded",10
"4576","proceeding",6
"4577","proceedings",1
"4578","process",1
"4579","proclaim",1
"4580","procure",1
"4581","procured",4
"4582","procuring",3
"4583","prodigious",1
"4584","prodigiously",3
"4585","produce",5
"4586","produced",11
"4587","productive",1
"4588","profess",1
"4589","professed",4
"4590","professing",1
"4591","profession",7
"4592","professions",6
"4593","proficiency",1
"4594","proficient",1
"4595","profit",1
"4596","profligacy",1
"4597","profligate",1
"4598","profuse",1
"4599","profusion",1
"4600","prognostics",1
"4601","progress",5
"4602","prohibited",1
"4603","project",1
"4604","projected",1
"4605","promise",17
"4606","promised",21
"4607","promises",3
"4608","promising",4
"4609","promote",4
"4610","promoted",1
"4611","prompt",1
"4612","prompted",1
"4613","prone",2
"4614","pronounce",3
"4615","pronounced",10
"4616","pronouncing",1
"4617","proof",7
"4618","propensities",1
"4619","proper",20
"4620","properly",8
"4621","property",8
"4622","propitious",1
"4623","proportion",4
"4624","proportionate",1
"4625","proportioned",1
"4626","proportions",1
"4627","proposal",10
"4628","proposals",9
"4629","propose",3
"4630","proposed",5
"4631","proprietor",3
"4632","propriety",8
"4633","prospect",14
"4634","prospects",4
"4635","prosperity",3
"4636","prosperous",2
"4637","protection",2
"4638","protest",1
"4639","protested",8
"4640","protesting",4
"4641","proud",22
"4642","proudest",1
"4643","proudly",1
"4644","prove",8
"4645","proved",17
"4646","proverb",1
"4647","provide",4
"4648","provided",7
"4649","providing",1
"4650","proving",1
"4651","provision",2
"4652","provocations",1
"4653","provoke",5
"4654","provoked",3
"4655","provoking",3
"4656","proxy",1
"4657","prudence",4
"4658","prudent",4
"4659","prudential",1
"4660","public",12
"4661","publicly",3
"4662","publish",1
"4663","puddles",1
"4664","puffed",1
"4665","pull",1
"4666","pulvis",1
"4667","punch",1
"4668","punctual",3
"4669","punctuality",2
"4670","punctually",3
"4671","punish",3
"4672","punishment",5
"4673","purchase",6
"4674","purchased",3
"4675","purchases",2
"4676","pure",2
"4677","purport",2
"4678","purpose",18
"4679","purposely",6
"4680","purse",1
"4681","purses",1
"4682","pursue",6
"4683","pursued",2
"4684","pursuing",3
"4685","pursuit",6
"4686","pursuits",1
"4687","put",31
"4688","putting",5
"4689","puzzle",2
"4690","puzzled",1
"4691","pyramids",1
"4692","quadrille",4
"4693","qualification",1
"4694","qualifications",1
"4695","qualified",4
"4696","qualities",6
"4697","quality",2
"4698","quantity",1
"4699","quarrel",5
"4700","quarreled",1
"4701","quarreling",2
"4702","quarrelling",1
"4703","quarrelsome",1
"4704","quarter",9
"4705","quartered",3
"4706","quarters",2
"4707","querulous",1
"4708","quest",7
"4709","question",23
"4710","questioned",3
"4711","questions",16
"4712","quick",10
"4713","quickly",4
"4714","quickness",3
"4715","quiet",8
"4716","quieted",2
"4717","quieter",1
"4718","quietly",8
"4719","quit",10
"4720","quite",96
"4721","quitted",9
"4722","quitting",8
"4723","race",1
"4724","racked",1
"4725","rage",2
"4726","ragout",1
"4727","rail",1
"4728","rain",4
"4729","rained",1
"4730","raised",6
"4731","raising",3
"4732","rallied",2
"4733","ramble",2
"4734","rambled",1
"4735","ramsgate",3
"4736","ran",13
"4737","rang",1
"4738","range",2
"4739","rank",12
"4740","rant",1
"4741","rapacity",1
"4742","rapid",3
"4743","rapidity",4
"4744","rapidly",2
"4745","rapture",2
"4746","raptures",7
"4747","rapturous",2
"4748","rapturously",1
"4749","rashness",1
"4750","rate",5
"4751","rated",2
"4752","rather",55
"4753","rational",10
"4754","rationally",3
"4755","rattle",2
"4756","re",4
"4757","reach",8
"4758","reached",18
"4759","reaching",3
"4760","read",41
"4761","reader",3
"4762","readily",17
"4763","readiness",4
"4764","reading",14
"4765","ready",20
"4766","real",31
"4767","realised",1
"4768","realities",1
"4769","really",88
"4770","reanimated",1
"4771","reap",1
"4772","reappear",1
"4773","reason",51
"4774","reasonable",14
"4775","reasonableness",1
"4776","reasonably",4
"4777","reasoning",1
"4778","reasons",5
"4779","rebuke",1
"4780","recall",2
"4781","recalled",2
"4782","recede",1
"4783","receipt",2
"4784","receive",28
"4785","received",61
"4786","receiving",20
"4787","recent",5
"4788","reception",9
"4789","recital",3
"4790","reckon",1
"4791","reckoned",1
"4792","recognized",1
"4793","recognizing",1
"4794","recollect",6
"4795","recollected",13
"4796","recollecting",5
"4797","recollection",12
"4798","recollections",8
"4799","recommenced",1
"4800","recommend",12
"4801","recommendation",4
"4802","recommendations",1
"4803","recommended",9
"4804","recommending",2
"4805","reconcile",1
"4806","reconciled",2
"4807","reconciliation",2
"4808","reconciling",1
"4809","recover",6
"4810","recovered",6
"4811","recovering",5
"4812","recovery",3
"4813","recreation",1
"4814","rectitude",1
"4815","rector",3
"4816","rectory",1
"4817","recurring",1
"4818","red",3
"4819","redress",1
"4820","reduced",4
"4821","reel",2
"4822","reference",2
"4823","referred",1
"4824","refinements",1
"4825","reflect",5
"4826","reflected",3
"4827","reflecting",1
"4828","reflection",10
"4829","reflections",9
"4830","refrain",3
"4831","refrained",1
"4832","refreshing",2
"4833","refreshment",5
"4834","refuge",1
"4835","refusal",7
"4836","refusals",1
"4837","refuse",9
"4838","refused",6
"4839","refusing",7
"4840","refute",1
"4841","regain",1
"4842","regained",1
"4843","regard",49
"4844","regarded",3
"4845","regarding",1
"4846","regardless",2
"4847","regiment",19
"4848","regiment's",3
"4849","regimentals",3
"4850","regret",19
"4851","regrets",3
"4852","regretted",1
"4853","regretting",2
"4854","regular",3
"4855","regularly",1
"4856","regulars",2
"4857","regulate",1
"4858","regulated",1
"4859","regulation",1
"4860","rein",1
"4861","reject",4
"4862","rejected",4
"4863","rejecting",2
"4864","rejection",2
"4865","rejoice",7
"4866","rejoiced",9
"4867","rejoicing",4
"4868","rejoined",1
"4869","relate",11
"4870","related",16
"4871","relates",3
"4872","relating",5
"4873","relation",11
"4874","relations",24
"4875","relationship",12
"4876","relative",3
"4877","release",1
"4878","reliance",3
"4879","relied",1
"4880","relief",13
"4881","relieve",2
"4882","relieved",8
"4883","relinquish",1
"4884","relished",1
"4885","reluctance",1
"4886","reluctant",2
"4887","rely",1
"4888","remain",10
"4889","remainder",1
"4890","remained",23
"4891","remaining",8
"4892","remains",5
"4893","remark",3
"4894","remarkable",7
"4895","remarkably",10
"4896","remarked",1
"4897","remarks",8
"4898","remedy",2
"4899","remember",22
"4900","remembered",9
"4901","remembering",2
"4902","remembrance",3
"4903","remind",2
"4904","reminded",6
"4905","reminding",1
"4906","remonstrance",1
"4907","remorse",1
"4908","removal",7
"4909","remove",2
"4910","removed",17
"4911","removing",3
"4912","rencontre",1
"4913","render",3
"4914","rendered",11
"4915","rendering",1
"4916","renewal",7
"4917","renewed",6
"4918","renewing",2
"4919","repaid",2
"4920","repaired",3
"4921","repeat",5
"4922","repeated",21
"4923","repeatedly",9
"4924","repeating",6
"4925","repel",1
"4926","repelled",1
"4927","repent",1
"4928","repentance",1
"4929","repented",1
"4930","repetition",3
"4931","repine",4
"4932","repined",1
"4933","repining",1
"4934","repinings",1
"4935","replete",1
"4936","replied",103
"4937","replies",1
"4938","reply",26
"4939","replying",3
"4940","report",17
"4941","reporting",1
"4942","reports",1
"4943","repose",1
"4944","reprehensible",3
"4945","represent",3
"4946","representation",4
"4947","represented",7
"4948","representing",2
"4949","repress",1
"4950","repressed",2
"4951","repressing",1
"4952","reproach",8
"4953","reproached",2
"4954","reproaches",1
"4955","reproof",4
"4956","reproofs",2
"4957","repugnance",1
"4958","repugnant",1
"4959","repulsed",1
"4960","repulsive",1
"4961","reputation",3
"4962","reputed",2
"4963","request",12
"4964","requested",2
"4965","requester",1
"4966","requesting",2
"4967","require",3
"4968","required",10
"4969","requiring",5
"4970","requisite",1
"4971","requited",1
"4972","rescue",1
"4973","research",1
"4974","resemblance",7
"4975","resent",4
"4976","resented",3
"4977","resentful",2
"4978","resentfully",2
"4979","resentment",17
"4980","resentments",1
"4981","reserve",7
"4982","reserved",7
"4983","reserves",3
"4984","residence",4
"4985","resides",1
"4986","residing",1
"4987","resign",1
"4988","resignation",2
"4989","resigned",6
"4990","resigning",1
"4991","resist",4
"4992","resistance",2
"4993","resisted",1
"4994","resisting",1
"4995","resolute",1
"4996","resolutely",3
"4997","resolution",19
"4998","resolve",2
"4999","resolved",31
"5000","resolving",7
"5001","resounding",1
"5002","resource",1
"5003","respect",30
"5004","respectability",5
"5005","respectable",14
"5006","respected",3
"5007","respectful",1
"5008","respecting",3
"5009","respective",1
"5010","respects",6
"5011","rest",40
"5012","rested",1
"5013","restless",1
"5014","restoration",3
"5015","restored",2
"5016","restoring",1
"5017","restrain",2
"5018","restrained",1
"5019","restraint",5
"5020","result",5
"5021","resume",1
"5022","resuming",1
"5023","retail",1
"5024","retailing",1
"5025","retain",1
"5026","retained",2
"5027","retaining",1
"5028","retains",1
"5029","retaliate",1
"5030","retired",3
"5031","retirement",2
"5032","retort",1
"5033","retreated",1
"5034","retreating",1
"5035","retrospections",1
"5036","retrospective",1
"5037","return",49
"5038","returned",45
"5039","returning",12
"5040","returns",2
"5041","revealed",2
"5042","revealing",1
"5043","revenge",2
"5044","revenging",1
"5045","revered",1
"5046","reverie",1
"5047","reverse",1
"5048","reverting",1
"5049","review",3
"5050","revival",1
"5051","revive",1
"5052","revived",3
"5053","revolt",1
"5054","revolted",1
"5055","revolution",1
"5056","revolving",1
"5057","rewarded",3
"5058","reynolds",10
"5059","rich",12
"5060","richard",1
"5061","richly",1
"5062","rid",5
"5063","ride",3
"5064","ridge",1
"5065","ridicule",5
"5066","ridiculing",1
"5067","ridiculous",4
"5068","riding",1
"5069","right",39
"5070","rightful",1
"5071","rightly",2
"5072","ring",5
"5073","rings",1
"5074","rise",2
"5075","risen",1
"5076","rises",1
"5077","rising",7
"5078","risk",5
"5079","rites",1
"5080","rival",1
"5081","rivals",1
"5082","river",6
"5083","rivers",1
"5084","road",14
"5085","roads",1
"5086","roasted",1
"5087","rob",2
"5088","robinson",2
"5089","robinson's",1
"5090","rocks",1
"5091","rode",2
"5092","romantic",1
"5093","room",150
"5094","rooms",9
"5095","rooted",1
"5096","rose",7
"5097","roses",1
"5098","rosings",49
"5099","rough",1
"5100","round",17
"5101","roused",6
"5102","route",3
"5103","rude",3
"5104","rudeness",2
"5105","ruin",5
"5106","ruined",2
"5107","ruining",1
"5108","rule",2
"5109","run",11
"5110","running",10
"5111","runs",1
"5112","rushed",1
"5113","s",2
"5114","sacrifice",8
"5115","sacrificed",1
"5116","sad",4
"5117","sadly",2
"5118","safe",8
"5119","safely",3
"5120","safest",1
"5121","safety",1
"5122","sagacity",1
"5123","said",401
"5124","sake",23
"5125","sakes",2
"5126","salad",1
"5127","sallied",1
"5128","sally",1
"5129","saloon",2
"5130","salutation",4
"5131","same",69
"5132","sameness",1
"5133","sanction",1
"5134","sanctioned",2
"5135","sang",1
"5136","sanguine",2
"5137","sarah",1
"5138","sarcastic",1
"5139","sash",1
"5140","sat",38
"5141","satin",2
"5142","satirical",1
"5143","satisfaction",27
"5144","satisfactions",1
"5145","satisfactory",7
"5146","satisfied",34
"5147","satisfy",11
"5148","satisfying",1
"5149","saturday",17
"5150","saucy",1
"5151","savage",1
"5152","save",3
"5153","saved",3
"5154","saving",3
"5155","savours",1
"5156","saw",103
"5157","say",160
"5158","saying",35
"5159","says",15
"5160","scale",1
"5161","scampering",1
"5162","scandalous",3
"5163","scarborough",1
"5164","scarce",1
"5165","scarcely",45
"5166","scarcity",1
"5167","scarlet",2
"5168","scattered",2
"5169","scene",16
"5170","scenes",3
"5171","scheme",17
"5172","schemes",7
"5173","scheming",1
"5174","school",2
"5175","science",1
"5176","scold",1
"5177","scolded",1
"5178","scolding",2
"5179","scope",1
"5180","score",4
"5181","scores",1
"5182","scorn",1
"5183","scorned",1
"5184","scotch",2
"5185","scotland",8
"5186","scrape",1
"5187","screen",2
"5188","screens",1
"5189","scruple",4
"5190","scrupled",2
"5191","scruples",4
"5192","scrupulous",1
"5193","scrutiny",1
"5194","se'ennight",1
"5195","se'nnight",1
"5196","sea",1
"5197","search",2
"5198","searching",1
"5199","season",3
"5200","seasonable",1
"5201","seat",6
"5202","seated",15
"5203","seats",2
"5204","secluded",1
"5205","seclusion",1
"5206","second",25
"5207","seconded",1
"5208","seconding",1
"5209","secondly",3
"5210","secrecy",10
"5211","secret",6
"5212","secretly",3
"5213","secrets",1
"5214","secure",13
"5215","secured",4
"5216","security",3
"5217","sedate",1
"5218","sedateness",1
"5219","seduction",1
"5220","see",149
"5221","seeing",60
"5222","seek",8
"5223","seeking",7
"5224","seem",16
"5225","seemed",66
"5226","seeming",3
"5227","seems",22
"5228","seen",76
"5229","sees",6
"5230","seize",1
"5231","seized",2
"5232","seizing",1
"5233","seldom",9
"5234","selected",3
"5235","selecting",1
"5236","self",24
"5237","selfish",7
"5238","selfishness",1
"5239","sell",1
"5240","selves",1
"5241","seminaries",1
"5242","send",24
"5243","sending",1
"5244","sends",1
"5245","seniority",1
"5246","sensation",3
"5247","sensations",3
"5248","sense",36
"5249","senses",4
"5250","sensibility",2
"5251","sensible",32
"5252","sensibly",2
"5253","sent",20
"5254","sentence",12
"5255","sentences",1
"5256","sentiment",7
"5257","sentiments",10
"5258","sentinel",1
"5259","separate",6
"5260","separated",3
"5261","separately",1
"5262","separates",1
"5263","separating",1
"5264","separation",8
"5265","sept",1
"5266","september",1
"5267","sequel",1
"5268","serenity",3
"5269","serious",24
"5270","seriously",13
"5271","sermon",2
"5272","sermons",3
"5273","servant",16
"5274","servant's",2
"5275","servants",13
"5276","serve",2
"5277","service",7
"5278","serviceable",1
"5279","services",1
"5280","servility",1
"5281","serving",1
"5282","set",31
"5283","setting",2
"5284","settle",7
"5285","settled",48
"5286","settlement",2
"5287","settlements",1
"5288","settling",3
"5289","seven",3
"5290","several",23
"5291","severe",8
"5292","severest",1
"5293","severity",1
"5294","sex",7
"5295","shade",2
"5296","shades",1
"5297","shake",2
"5298","shaken",3
"5299","shaking",2
"5300","shall",161
"5301","shame",10
"5302","shameful",2
"5303","shameless",1
"5304","shan't",3
"5305","shape",2
"5306","share",14
"5307","shared",4
"5308","sharers",1
"5309","sharing",2
"5310","sharp",2
"5311","sharpened",2
"5312","she",1695
"5313","shed",1
"5314","sheet",3
"5315","sheets",1
"5316","sheltered",2
"5317","shelves",1
"5318","shew",1
"5319","shewed",1
"5320","shield",1
"5321","shift",1
"5322","shifting",1
"5323","shillings",1
"5324","shine",1
"5325","shire",12
"5326","shock",2
"5327","shocked",8
"5328","shocking",6
"5329","shoe",1
"5330","shoes",1
"5331","shook",11
"5332","shoot",3
"5333","shooting",1
"5334","shop",6
"5335","shopping",1
"5336","shops",1
"5337","short",43
"5338","shorten",1
"5339","shorter",1
"5340","shortly",12
"5341","shortness",1
"5342","should",245
"5343","shoulders",1
"5344","show",7
"5345","showed",7
"5346","showing",4
"5347","shown",6
"5348","shows",4
"5349","shrewish",1
"5350","shrink",1
"5351","shrubbery",4
"5352","shrug",1
"5353","shut",5
"5354","shy",2
"5355","shyness",2
"5356","sick",6
"5357","sickly",4
"5358","side",54
"5359","sideboard",1
"5360","sides",5
"5361","sigh",2
"5362","sighed",1
"5363","sight",17
"5364","sighted",1
"5365","sign",2
"5366","signal",2
"5367","significant",3
"5368","signify",3
"5369","signs",1
"5370","silence",34
"5371","silenced",1
"5372","silent",26
"5373","silently",3
"5374","silliest",1
"5375","silly",12
"5376","similar",5
"5377","similarity",2
"5378","simpered",1
"5379","simpers",1
"5380","simple",1
"5381","simpleton",4
"5382","simply",1
"5383","since",59
"5384","sincere",10
"5385","sincerely",9
"5386","sincerity",4
"5387","sing",5
"5388","singing",3
"5389","single",12
"5390","singled",2
"5391","singling",1
"5392","sings",1
"5393","singular",2
"5394","sink",3
"5395","sinking",3
"5396","sir",78
"5397","sister",180
"5398","sister's",38
"5399","sisterly",3
"5400","sisters",76
"5401","sit",15
"5402","sitting",21
"5403","situated",4
"5404","situation",38
"5405","six",10
"5406","sixpence",1
"5407","sixteen",7
"5408","sixth",1
"5409","size",4
"5410","sized",1
"5411","sketch",2
"5412","skill",3
"5413","slacken",1
"5414","slave",2
"5415","sleep",4
"5416","sleeping",1
"5417","sleepless",1
"5418","sleeves",1
"5419","slept",1
"5420","slight",18
"5421","slighted",3
"5422","slightest",3
"5423","slightingly",1
"5424","slightly",4
"5425","slit",1
"5426","sloping",1
"5427","slow",2
"5428","slowly",4
"5429","sly",3
"5430","slyness",2
"5431","small",23
"5432","smallest",11
"5433","smart",2
"5434","smile",29
"5435","smiled",18
"5436","smiles",10
"5437","smiling",10
"5438","smilingly",2
"5439","smirks",1
"5440","smoothly",1
"5441","sneer",1
"5442","sneering",1
"5443","snug",1
"5444","so",589
"5445","social",1
"5446","societies",1
"5447","society",33
"5448","sofas",1
"5449","softened",6
"5450","softness",1
"5451","solace",1
"5452","solaced",1
"5453","soldiers",1
"5454","sole",4
"5455","solely",4
"5456","solemn",5
"5457","solemnity",5
"5458","solicit",1
"5459","solicitation",1
"5460","soliciting",2
"5461","solicitude",8
"5462","solid",1
"5463","solidity",2
"5464","solitary",4
"5465","solitude",3
"5466","some",207
"5467","somebody",7
"5468","somehow",2
"5469","someone",1
"5470","something",71
"5471","sometimes",35
"5472","somewhat",8
"5473","somewhere",4
"5474","son",22
"5475","song",5
"5476","songs",1
"5477","sonnet",1
"5478","sons",2
"5479","soon",216
"5480","sooner",13
"5481","soothe",1
"5482","soothed",1
"5483","sore",1
"5484","sorely",1
"5485","sorrow",4
"5486","sorry",34
"5487","sort",38
"5488","sought",5
"5489","soul",2
"5490","sound",8
"5491","sounds",1
"5492","soup",2
"5493","sour",1
"5494","source",6
"5495","sources",3
"5496","south",1
"5497","space",2
"5498","spacious",1
"5499","spanish",1
"5500","spare",7
"5501","spared",8
"5502","sparkled",2
"5503","spars",1
"5504","spasms",1
"5505","speak",66
"5506","speaker",1
"5507","speaking",33
"5508","speaks",3
"5509","special",2
"5510","speculation",1
"5511","speech",12
"5512","speeches",3
"5513","speed",1
"5514","speediest",1
"5515","speedily",6
"5516","speedy",2
"5517","spend",13
"5518","spending",5
"5519","spent",22
"5520","sphere",2
"5521","spirit",9
"5522","spirited",1
"5523","spiritless",2
"5524","spirits",39
"5525","spite",23
"5526","spiteful",1
"5527","spleen",1
"5528","splendid",4
"5529","splendour",1
"5530","spoilt",2
"5531","spoke",42
"5532","spoken",16
"5533","spokesman",1
"5534","sport",4
"5535","sportive",1
"5536","sports",1
"5537","sportsmen",1
"5538","spot",7
"5539","spots",2
"5540","sprained",1
"5541","sprang",1
"5542","spread",3
"5543","spreading",1
"5544","spring",5
"5545","springing",2
"5546","springs",1
"5547","spur",1
"5548","spurned",1
"5549","squeamish",1
"5550","st",7
"5551","stability",1
"5552","stables",1
"5553","stage",1
"5554","staggered",1
"5555","staid",2
"5556","staircase",2
"5557","stairs",18
"5558","stamp",1
"5559","stand",10
"5560","standing",13
"5561","stands",2
"5562","stanzas",1
"5563","stared",5
"5564","start",2
"5565","started",4
"5566","starting",1
"5567","startled",2
"5568","starve",1
"5569","state",19
"5570","stated",2
"5571","stateliness",1
"5572","stately",3
"5573","statement",2
"5574","stating",3
"5575","station",2
"5576","stationed",3
"5577","stay",37
"5578","stayed",7
"5579","staying",10
"5580","stays",1
"5581","steadfast",1
"5582","steadfastly",3
"5583","steadily",3
"5584","steadiness",1
"5585","steady",12
"5586","stem",1
"5587","step",16
"5588","stepped",1
"5589","stepping",1
"5590","steps",5
"5591","steward",5
"5592","stiffly",1
"5593","stiffness",2
"5594","stiles",1
"5595","still",72
"5596","stir",1
"5597","stirring",1
"5598","stirs",1
"5599","stockings",1
"5600","stoke",1
"5601","stole",1
"5602","stone",2
"5603","stood",14
"5604","stop",4
"5605","stopped",6
"5606","stopping",3
"5607","store",1
"5608","storing",1
"5609","storm",2
"5610","story",9
"5611","stout",2
"5612","stoutly",1
"5613","strange",10
"5614","strangely",1
"5615","strangeness",1
"5616","stranger",12
"5617","stranger's",1
"5618","strangers",4
"5619","stratagems",1
"5620","straws",1
"5621","stream",4
"5622","street",19
"5623","streets",1
"5624","strength",6
"5625","strenuously",2
"5626","stress",1
"5627","stretch",2
"5628","stretched",1
"5629","stretching",1
"5630","strictest",1
"5631","strictly",1
"5632","strictures",1
"5633","strike",5
"5634","striking",3
"5635","strikingly",1
"5636","striving",2
"5637","stroke",2
"5638","stroll",1
"5639","strong",19
"5640","stronger",6
"5641","strongest",1
"5642","strongly",8
"5643","struck",14
"5644","struggle",1
"5645","struggled",2
"5646","struggles",3
"5647","struggling",1
"5648","stubbornness",1
"5649","studied",2
"5650","studier",1
"5651","studies",2
"5652","studious",1
"5653","study",7
"5654","studying",4
"5655","stuffy",1
"5656","stumbling",1
"5657","stupid",4
"5658","stupider",1
"5659","stupidity",4
"5660","style",10
"5661","subject",84
"5662","subjection",1
"5663","subjects",10
"5664","subjoin",1
"5665","submit",3
"5666","submitted",1
"5667","subsequent",1
"5668","subsided",1
"5669","subsist",1
"5670","subsisted",2
"5671","subsisting",2
"5672","substance",3
"5673","substantial",2
"5674","substitute",1
"5675","succeed",3
"5676","succeeded",7
"5677","succeeding",4
"5678","succeeds",1
"5679","success",19
"5680","successful",3
"5681","successfully",1
"5682","succession",1
"5683","successively",1
"5684","successor",1
"5685","such",386
"5686","sudden",8
"5687","suddenly",16
"5688","suddenness",1
"5689","suffer",13
"5690","suffered",8
"5691","sufferer",1
"5692","suffering",2
"5693","sufferings",2
"5694","suffers",1
"5695","sufficiency",1
"5696","sufficient",4
"5697","sufficiently",5
"5698","suggest",2
"5699","suggested",5
"5700","suggesting",1
"5701","suggestion",1
"5702","suit",7
"5703","suitable",3
"5704","suitableness",3
"5705","suited",3
"5706","suiting",1
"5707","sum",5
"5708","summer",19
"5709","summon",1
"5710","summoned",5
"5711","summons",3
"5712","sunday",9
"5713","sunk",4
"5714","super",1
"5715","supercilious",1
"5716","superciliousness",1
"5717","superintended",1
"5718","superintendence",1
"5719","superintends",1
"5720","superior",18
"5721","superiority",1
"5722","superlatively",1
"5723","superseded",1
"5724","supper",11
"5725","supplication",1
"5726","supplied",2
"5727","supply",7
"5728","supplying",1
"5729","support",7
"5730","supported",4
"5731","suppose",48
"5732","supposed",26
"5733","supposing",15
"5734","supposition",4
"5735","suppositions",1
"5736","suppress",2
"5737","suppressed",2
"5738","sure",102
"5739","surely",4
"5740","surest",1
"5741","surmise",2
"5742","surmises",1
"5743","surmount",1
"5744","surpass",1
"5745","surpassing",1
"5746","surprise",37
"5747","surprised",34
"5748","surrounded",1
"5749","surrounding",2
"5750","survey",1
"5751","surveying",1
"5752","survive",2
"5753","survived",1
"5754","survivor",1
"5755","susceptibility",1
"5756","suspect",4
"5757","suspected",9
"5758","suspecting",2
"5759","suspects",1
"5760","suspend",1
"5761","suspended",2
"5762","suspense",6
"5763","suspicion",9
"5764","suspicions",4
"5765","suspicious",1
"5766","sustained",1
"5767","swallowed",1
"5768","sweet",7
"5769","sweetest",3
"5770","sweetness",5
"5771","swell",1
"5772","swelled",1
"5773","swelling",1
"5774","syllable",5
"5775","syllables",1
"5776","symmetry",1
"5777","sympathise",1
"5778","symptom",4
"5779","symptoms",2
"5780","synonymously",1
"5781","table",35
"5782","tables",6
"5783","tacit",1
"5784","taciturn",1
"5785","tackle",1
"5786","take",80
"5787","taken",31
"5788","takes",6
"5789","taking",19
"5790","talent",2
"5791","talents",5
"5792","talk",32
"5793","talked",38
"5794","talker",1
"5795","talking",39
"5796","talks",1
"5797","tall",8
"5798","taller",1
"5799","tallest",1
"5800","tanned",1
"5801","taste",13
"5802","tastes",1
"5803","taught",8
"5804","tax",2
"5805","tea",13
"5806","teach",5
"5807","teaching",2
"5808","tear",2
"5809","tears",10
"5810","tease",2
"5811","teased",2
"5812","teasing",7
"5813","tedious",1
"5814","teeth",1
"5815","tell",71
"5816","telling",7
"5817","tells",1
"5818","temper",24
"5819","tempered",5
"5820","tempers",1
"5821","temporary",1
"5822","tempt",4
"5823","temptation",7
"5824","temptations",2
"5825","tempted",7
"5826","ten",33
"5827","tenant",1
"5828","tenants",2
"5829","tend",1
"5830","tendency",3
"5831","tender",4
"5832","tenderly",2
"5833","tenderness",3
"5834","tenor",1
"5835","tens",1
"5836","tent",1
"5837","tents",1
"5838","term",1
"5839","termed",1
